Uncovered,Power,Interference
107.0,10.1,0.0
61.0,20.2,161.0
14.0,30.299999999999997,228.0
49.0,40.4,189.0
10.0,50.5,252.0
7.0,60.6,258.0
35.0,70.7,223.0
32.0,80.8,228.0
7.0,90.89999999999999,261.0
6.0,100.99999999999999,262.0
4.0,111.09999999999998,263.0
4.0,121.19999999999997,266.0
3.0,131.29999999999998,265.0
3.0,141.39999999999998,266.0
3.0,151.49999999999997,267.0
